FRONT_RADIATOR=1
TEMP_MIN=15
TEMP_MAX=50
REAL_MIN_DUTYCYCLE=0.70
REAL_MAX_DUTYCYCLE=1
DEACTIVATION_RATIO=1.25
cooldown=64

TIMESTEP_MAIN=5
TIMESTEP_UPDATE=15

SLOPE_INTERVAL=5
SLOPE_LENGTH=30
SLOPE_THRESHOLD=1
n_samples_fine=6
slope_samples_per_min=12
slope_max_per_sample=0.08

AVERAGING_INTERVAL=15
AVERAGING_LENGTH=900
n_samples_course=60

secondsElapsed,mem,status,cooldown,tempRadiator,tempAmbient,tempSlope,tempRatio,tempStop,tempRadAverage,tempAmbAverage,dutyCyclesa
3895, 263, 6, 227, 24.50, 21.19, 0, 0.11, 26.56, 25.34, 21.25, 188, u.s.s.sa
3912, 263, 6, 228, 24.44, 21.19, 0, 0.11, 26.56, 25.31, 21.25, 188, u.s.s.sa
3930, 263, 6, 229, 24.44, 21.19, 0, 0.11, 26.56, 25.28, 21.25, 188, u.s.s.sa
3947, 263, 6, 230, 24.37, 21.25, -0.02, 0.11, 26.56, 25.25, 21.25, 187, u.s.s.sa
3964, 263, 6, 231, 24.37, 21.25, -0.03, 0.11, 26.56, 25.22, 21.25, 187, u.s.s.sa
3981, 263, 6, 232, 24.37, 21.25, -0.02, 0.11, 26.56, 25.19, 21.25, 187, u.s.s.sa
3999, 263, 6, 233, 24.31, 21.25, 0, 0.11, 26.56, 25.16, 21.25, 187, u.s.s.sa
4016, 263, 6, 234, 24.31, 21.25, 0, 0.11, 26.56, 25.13, 21.25, 187, u.s.s.sa
4033, 263, 6, 235, 24.31, 21.25, 0, 0.11, 26.56, 25.10, 21.25, 187, u.s.s.sa
4050, 263, 6, 236, 24.25, 21.25, -0.02, 0.10, 26.56, 25.07, 21.25, 187, u.s.s.sa
4068, 263, 6, 237, 24.25, 21.31, -0.03, 0.10, 26.56, 25.04, 21.25, 187, u.s.s.sa
4085, 263, 6, 238, 24.25, 21.25, 0, 0.10, 26.56, 25.01, 21.25, 187, u.s.s.sa
4102, 263, 6, 239, 24.19, 21.25, 0, 0.10, 26.56, 24.98, 21.25, 187, u.s.s.sa
4119, 263, 6, 240, 24.19, 21.25, 0, 0.10, 26.56, 24.95, 21.25, 187, u.s.s.sa
4137, 263, 6, 241, 24.19, 21.31, -0.01, 0.10, 26.56, 24.92, 21.25, 187, u.s.s.sa
4154, 263, 6, 242, 24.12, 21.31, -0.02, 0.10, 26.56, 24.89, 21.25, 186, u.s.s.sa
4171, 263, 6, 243, 24.12, 21.25, 0, 0.10, 26.56, 24.87, 21.25, 187, u.s.s.sa
4188, 263, 6, 244, 24.06, 21.31, 0, 0.10, 26.56, 24.84, 21.25, 186, u.s.s.sa
4206, 263, 6, 245, 24.06, 21.25, 0, 0.10, 26.56, 24.81, 21.25, 186, u.s.s.sa
4223, 263, 6, 246, 24.06, 21.37, 0, 0.09, 26.56, 24.78, 21.25, 186, u.s.s.sa
4240, 263, 6, 247, 24, 21.37, 0, 0.09, 26.56, 24.76, 21.25, 186, u.s.s.sa
4257, 263, 6, 248, 24, 21.31, 0, 0.09, 26.56, 24.73, 21.25, 186, u.s.s.sa
4275, 263, 6, 249, 24, 21.31, 0, 0.09, 26.56, 24.71, 21.25, 186, u.s.s.sa
4292, 263, 6, 250, 23.94, 21.31, -0.03, 0.09, 26.56, 24.68, 21.25, 186, u.s.s.sa
4309, 263, 6, 251, 23.94, 21.31, -0.02, 0.09, 26.57, 24.65, 21.25, 186, u.s.s.sa
4326, 263, 6, 252, 23.87, 21.31, 0, 0.09, 26.57, 24.63, 21.26, 186, u.s.s.sa
4344, 263, 6, 253, 23.87, 21.31, 0, 0.09, 26.57, 24.60, 21.26, 186, u.s.s.sa
4361, 263, 6, 254, 23.87, 21.31, 0, 0.09, 26.58, 24.58, 21.26, 186, u.s.s.sa
4378, 263, 6, 255, 23.87, 21.31, 0, 0.09, 26.58, 24.55, 21.26, 186, u.s.s.sa
4395, 263, 5, 0, 23.81, 21.31, -0.03, 0.09, 26.58, 24.52, 21.27, 0, u.s.s.sa
4413, 263, 2, 1, 23.81, 21.25, -0.02, 0.09, 26.58, 24.50, 21.27, 0, u.sa
4418, 263, 2, 2, 23.81, 21.25, 0, 0.09, 26.59, 24.47, 21.27, 0, u.s.s.sa
4436, 263, 2, 3, 23.81, 21.19, 0, 0.09, 26.59, 24.45, 21.27, 0, u.s.s.sa
4453, 263, 2, 4, 23.81, 21.25, 0, 0.09, 26.59, 24.42, 21.27, 0, u.s.s.sa
4470, 263, 2, 5, 23.81, 21.19, 0, 0.09, 26.59, 24.40, 21.27, 0, u.s.s.sa
4487, 263, 2, 6, 23.81, 21.19, 0, 0.09, 26.59, 24.38, 21.27, 0, u.s.s.sa
4505, 263, 2, 7, 23.81, 21.12, 0, 0.09, 26.59, 24.35, 21.27, 0, u.s.s.sa
4522, 263, 2, 8, 23.81, 21.12, 0, 0.09, 26.59, 24.33, 21.27, 0, u.s.s.sa
4539, 263, 2, 9, 23.81, 21.12, 0, 0.09, 26.59, 24.31, 21.27, 0, u.s.s.sa
4556, 263, 2, 10, 23.81, 21.06, 0, 0.09, 26.58, 24.29, 21.27, 0, u.s.s.sa
4574, 263, 2, 11, 23.75, 21.06, 0, 0.09, 26.58, 24.27, 21.26, 0, u.s.s.sa
4591, 263, 2, 12, 23.75, 21.12, 0, 0.09, 26.58, 24.25, 21.26, 0, u.s.s.sa
4608, 263, 2, 13, 23.75, 21.06, 0, 0.09, 26.58, 24.23, 21.26, 0, u.s.s.sa
4625, 263, 2, 14, 23.75, 21.06, 0, 0.09, 26.57, 24.21, 21.26, 0, u.s.s.sa
4643, 263, 2, 15, 23.75, 21, 0, 0.09, 26.57, 24.19, 21.26, 0, u.s.s.sa
4660, 263, 2, 16, 23.75, 21, 0, 0.09, 26.57, 24.18, 21.25, 0, u.s.s.sa
4677, 263, 2, 17, 23.75, 20.94, 0, 0.09, 26.56, 24.16, 21.25, 0, u.s.s.sa
4694, 263, 2, 18, 23.75, 20.94, 0, 0.09, 26.55, 24.14, 21.24, 0, u.s.s.sa
4712, 263, 2, 19, 23.69, 20.87, -0.02, 0.09, 26.55, 24.12, 21.24, 0, u.s.s.sa
4729, 263, 2, 20, 23.69, 20.87, -0.03, 0.09, 26.54, 24.10, 21.23, 0, u.s.s.sa
4746, 263, 2, 21, 23.69, 20.87, -0.02, 0.09, 26.53, 24.09, 21.22, 0, u.s.s.sa
4763, 263, 2, 22, 23.69, 20.81, 0, 0.09, 26.52, 24.07, 21.22, 0, u.s.s.sa
4781, 263, 2, 23, 23.69, 20.81, 0, 0.09, 26.51, 24.05, 21.21, 0, u.s.s.sa
4798, 263, 2, 24, 23.69, 20.81, 0, 0.09, 26.50, 24.03, 21.20, 0, u.s.s.sa
4815, 263, 2, 25, 23.62, 20.81, 0, 0.09, 26.48, 24.02, 21.19, 0, u.s.s.sa
4832, 263, 2, 26, 23.62, 20.75, 0, 0.09, 26.47, 24.00, 21.18, 0, u.s.s.sa
4850, 263, 2, 27, 23.62, 20.75, 0, 0.09, 26.46, 23.98, 21.17, 0, u.s.s.sa
4867, 263, 2, 28, 23.62, 20.69, 0, 0.09, 26.45, 23.97, 21.16, 0, u.s.s.sa
4884, 263, 2, 29, 23.62, 20.69, 0, 0.09, 26.44, 23.95, 21.15, 0, u.s.s.sa
4901, 263, 2, 30, 23.56, 20.69, -0.03, 0.09, 26.42, 23.94, 21.14, 0, u.s.s.sa
4919, 263, 2, 31, 23.56, 20.62, -0.02, 0.09, 26.41, 23.92, 21.13, 0, u.s.s.sa
4936, 263, 2, 32, 23.56, 20.62, 0, 0.09, 26.40, 23.90, 21.12, 0, u.s.s.sa
4953, 263, 2, 33, 23.56, 20.62, 0, 0.09, 26.39, 23.89, 21.11, 0, u.s.s.sa
4970, 263, 2, 34, 23.56, 20.62, 0, 0.09, 26.38, 23.87, 21.10, 0, u.s.s.sa
4988, 263, 2, 35, 23.50, 20.56, 0, 0.09, 26.36, 23.86, 21.09, 0, u.s.s.sa
5005, 263, 2, 36, 23.50, 20.56, 0, 0.09, 26.35, 23.85, 21.08, 0, u.s.s.sa
5022, 263, 2, 37, 23.50, 20.56, 0, 0.09, 26.33, 23.83, 21.07, 0, u.s.s.sa
5039, 263, 2, 38, 23.50, 20.50, 0, 0.09, 26.32, 23.82, 21.05, 0, u.s.s.sa
5056, 263, 2, 39, 23.50, 20.50, 0, 0.09, 26.30, 23.80, 21.04, 0, u.s.s.sa
5074, 263, 2, 40, 23.50, 20.44, 0, 0.09, 26.28, 23.79, 21.03, 0, u.s.s.sa
5091, 263, 2, 41, 23.44, 20.44, -0.03, 0.09, 26.26, 23.78, 21.01, 0, u.s.s.sa
5108, 263, 2, 42, 23.44, 20.44, -0.02, 0.09, 26.25, 23.77, 21.00, 0, u.s.s.sa
5125, 263, 2, 43, 23.44, 20.37, 0, 0.09, 26.23, 23.75, 20.98, 0, u.s.s.sa
5143, 263, 2, 44, 23.44, 20.37, 0, 0.09, 26.21, 23.74, 20.97, 0, u.s.s.sa
5160, 263, 2, 45, 23.44, 20.31, 0, 0.09, 26.19, 23.72, 20.95, 0, u.s.s.sa
5177, 263, 2, 46, 23.37, 20.31, 0, 0.09, 26.17, 23.71, 20.93, 0, u.s.s.sa
5194, 263, 2, 47, 23.37, 20.31, 0, 0.09, 26.15, 23.70, 20.92, 0, u.s.s.sa
5212, 263, 2, 48, 23.37, 20.25, 0, 0.09, 26.12, 23.69, 20.90, 0, u.s.s.sa
5229, 263, 2, 49, 23.37, 20.25, 0, 0.09, 26.10, 23.68, 20.88, 0, u.s.s.sa
5246, 263, 2, 50, 23.31, 20.19, 0, 0.09, 26.08, 23.67, 20.86, 0, u.s.s.sa
5263, 263, 2, 51, 23.31, 20.19, 0, 0.09, 26.06, 23.66, 20.84, 0, u.s.s.sa
5281, 263, 2, 52, 23.31, 20.12, 0, 0.09, 26.03, 23.64, 20.82, 0, u.s.s.sa
5298, 263, 2, 53, 23.31, 20.12, 0, 0.09, 26.00, 23.63, 20.80, 0, u.s.s.sa
5315, 263, 2, 54, 23.31, 20.12, 0, 0.09, 25.98, 23.62, 20.78, 0, u.s.s.sa
5332, 263, 2, 55, 23.31, 20.12, 0, 0.09, 25.95, 23.62, 20.76, 0, u.s.s.sa
5350, 263, 2, 56, 23.25, 20.06, -0.02, 0.09, 25.93, 23.60, 20.74, 0, u.s.s.sa
5367, 263, 2, 57, 23.25, 20.06, -0.03, 0.09, 25.90, 23.59, 20.72, 0, u.s.s.sa
5384, 263, 2, 58, 23.25, 20.06, 0, 0.09, 25.88, 23.58, 20.70, 0, u.s.s.sa
5401, 263, 2, 59, 23.25, 20.06, 0, 0.09, 25.85, 23.57, 20.68, 0, u.s.s.sa
5419, 263, 2, 60, 23.25, 20.06, 0, 0.09, 25.82, 23.56, 20.66, 0, u.s.s.sa
5436, 263, 2, 61, 23.25, 20, 0, 0.09, 25.80, 23.55, 20.64, 0, u.s.s.sa
5453, 263, 2, 62, 23.19, 20, 0, 0.09, 25.77, 23.54, 20.61, 0, u.s.s.sa
5470, 263, 2, 63, 23.19, 20, 0, 0.09, 25.74, 23.53, 20.59, 0, u.s.s.sa
5488, 263, 2, 64, 23.19, 20, 0, 0.09, 25.71, 23.52, 20.57, 0, u.s.s.sa
5505, 263, 2, 65, 23.19, 19.94, 0, 0.09, 25.69, 23.51, 20.55, 0, u.s.s.sa
5522, 263, 2, 66, 23.19, 19.94, 0, 0.09, 25.66, 23.51, 20.53, 0, u.s.s.sa
5539, 263, 2, 67, 23.12, 19.94, -0.02, 0.09, 25.64, 23.49, 20.51, 0, u.s.s.sa
5557, 263, 2, 68, 23.12, 19.94, -0.02, 0.09, 25.61, 23.48, 20.49, 0, u.s.s.sa
5574, 263, 2, 69, 23.12, 19.94, -0.01, 0.09, 25.58, 23.47, 20.47, 0, u.s.s.sa
5591, 263, 2, 70, 23.12, 19.87, 0, 0.09, 25.56, 23.46, 20.45, 0, u.s.s.sa
5608, 263, 2, 71, 23.12, 19.87, 0, 0.09, 25.54, 23.45, 20.43, 0, u.s.s.sa
5626, 263, 2, 72, 23.06, 19.87, 0, 0.09, 25.51, 23.44, 20.41, 0, u.s.s.sa
5643, 263, 2, 73, 23.06, 19.81, 0, 0.09, 25.49, 23.43, 20.39, 0, u.s.s.sa
5660, 263, 2, 74, 23.06, 19.81, 0, 0.09, 25.46, 23.41, 20.37, 0, u.s.s.sa
5677, 263, 2, 75, 23.06, 19.81, 0, 0.09, 25.44, 23.40, 20.35, 0, u.s.s.sa
5695, 263, 2, 76, 23.06, 19.75, 0, 0.09, 25.41, 23.39, 20.33, 0, u.s.s.sa
5712, 263, 2, 77, 23.06, 19.75, 0, 0.09, 25.39, 23.38, 20.31, 0, u.s.s.sa
5729, 263, 2, 78, 23.06, 19.75, 0, 0.09, 25.36, 23.37, 20.29, 0, u.s.s.sa
5746, 263, 2, 79, 23, 19.75, -0.03, 0.09, 25.34, 23.36, 20.27, 0, u.s.s.sa
5764, 263, 2, 80, 23, 19.69, -0.02, 0.09, 25.32, 23.35, 20.25, 0, u.s.s.sa
5781, 263, 2, 81, 23, 19.69, 0, 0.09, 25.29, 23.33, 20.23, 0, u.s.s.sa
5798, 263, 2, 82, 23, 19.69, 0, 0.09, 25.27, 23.32, 20.21, 0, u.s.s.sa
5815, 263, 2, 83, 23, 19.69, 0, 0.09, 25.24, 23.31, 20.20, 0, u.s.s.sa
5833, 263, 2, 84, 22.94, 19.62, 0, 0.09, 25.22, 23.30, 20.18, 0, u.s.s.sa
5850, 263, 2, 85, 22.94, 19.62, 0, 0.09, 25.20, 23.29, 20.16, 0, u.s.s.sa
5867, 263, 2, 86, 22.94, 19.62, 0, 0.09, 25.18, 23.28, 20.14, 0, u.s.s.sa
5884, 263, 2, 87, 22.94, 19.62, 0, 0.09, 25.15, 23.27, 20.12, 0, u.sa
5890, 263, 2, 88, 22.94, 19.62, 0, 0.09, 25.13, 23.25, 20.11, 0, u.s.s.sa
5907, 263, 2, 89, 22.94, 19.62, 0, 0.09, 25.11, 23.24, 20.09, 0, u.s.s.sa
5925, 263, 2, 90, 22.94, 19.56, 0, 0.09, 25.09, 23.23, 20.07, 0, u.s.s.sa
5942, 263, 2, 91, 22.87, 19.56, -0.03, 0.09, 25.07, 23.22, 20.05, 0, u.s.s.sa
5959, 263, 2, 92, 22.87, 19.56, -0.01, 0.09, 25.04, 23.21, 20.03, 0, u.s.s.sa
5976, 263, 2, 93, 22.87, 19.62, -0.01, 0.09, 25.02, 23.20, 20.02, 0, u.s.s.sa
5994, 263, 2, 94, 22.87, 19.62, 0, 0.09, 25.00, 23.19, 20.00, 0, u.s.s.sa
6011, 263, 2, 95, 22.87, 19.56, 0, 0.09, 24.98, 23.18, 19.98, 0, u.s.s.sa
6028, 263, 2, 96, 22.87, 19.56, 0, 0.09, 24.96, 23.16, 19.97, 0, u.s.s.sa
6045, 263, 2, 97, 22.81, 19.56, 0, 0.09, 24.94, 23.15, 19.95, 0, u.s.s.sa
6063, 263, 2, 98, 22.81, 19.56, 0, 0.09, 24.92, 23.14, 19.93, 0, u.s.s.sa
6080, 263, 2, 99, 22.81, 19.56, 0, 0.09, 24.90, 23.13, 19.92, 0, u.s.s.sa
6097, 263, 2, 100, 22.81, 19.56, 0, 0.09, 24.87, 23.12, 19.90, 0, u.s.s.sa
6114, 263, 2, 101, 22.81, 19.50, 0, 0.09, 24.85, 23.11, 19.88, 0, u.s.s.sa
6132, 263, 2, 102, 22.75, 19.50, -0.02, 0.09, 24.83, 23.10, 19.87, 0, u.s.s.sa
6149, 263, 2, 103, 22.75, 19.50, -0.03, 0.09, 24.82, 23.09, 19.85, 0, u.s.s.sa
6166, 263, 2, 104, 22.75, 19.50, 0, 0.09, 24.80, 23.08, 19.84, 0, u.s.s.sa
6183, 263, 2, 105, 22.75, 19.50, 0, 0.09, 24.78, 23.06, 19.83, 0, u.s.s.sa
6201, 263, 2, 106, 22.75, 19.44, 0, 0.09, 24.76, 23.05, 19.81, 0, u.s.s.sa
6218, 263, 2, 107, 22.75, 19.44, 0, 0.09, 24.74, 23.04, 19.79, 0, u.s.s.sa
6235, 263, 2, 108, 22.75, 19.44, 0, 0.09, 24.73, 23.03, 19.78, 0, u.s.s.sa
6252, 263, 2, 109, 22.75, 19.44, 0, 0.09, 24.71, 23.02, 19.77, 0, u.s.s.sa
6270, 263, 2, 110, 22.69, 19.44, 0, 0.09, 24.69, 23.01, 19.75, 0, u.s.s.sa
6287, 263, 2, 111, 22.69, 19.44, 0, 0.09, 24.67, 23.00, 19.74, 0, u.s.s.sa
6304, 263, 2, 112, 22.69, 19.44, 0, 0.09, 24.66, 22.98, 19.73, 0, u.s.s.sa
6321, 263, 2, 113, 22.69, 19.44, 0, 0.09, 24.65, 22.97, 19.72, 0, u.s.s.sa
6339, 263, 2, 114, 22.69, 19.44, 0, 0.09, 24.63, 22.96, 19.71, 0, u.s.s.sa
6356, 263, 2, 115, 22.69, 19.44, 0, 0.09, 24.62, 22.95, 19.69, 0, u.s.s.sa
6373, 263, 2, 116, 22.62, 19.44, 0, 0.09, 24.60, 22.94, 19.68, 0, u.s.s.sa
6390, 263, 2, 117, 22.62, 19.37, 0, 0.09, 24.59, 22.93, 19.67, 0, u.s.s.sa
6408, 263, 2, 118, 22.62, 19.37, 0, 0.09, 24.57, 22.92, 19.66, 0, u.s.s.sa
6425, 263, 2, 119, 22.62, 19.37, 0, 0.09, 24.56, 22.91, 19.65, 0, u.s.s.sa
6442, 263, 2, 120, 22.62, 19.37, 0, 0.09, 24.55, 22.90, 19.64, 0, u.s.s.sa
6459, 263, 2, 121, 22.56, 19.37, -0.03, 0.09, 24.53, 22.89, 19.63, 0, u.s.s.sa
6477, 263, 2, 122, 22.56, 19.37, -0.02, 0.09, 24.52, 22.88, 19.62, 0, u.s.s.sa
6494, 263, 2, 123, 22.56, 19.37, -0.02, 0.09, 24.51, 22.87, 19.61, 0, u.s.s.sa
6511, 263, 2, 124, 22.56, 19.37, 0, 0.09, 24.50, 22.86, 19.60, 0, u.s.s.sa
6528, 263, 2, 125, 22.56, 19.37, 0, 0.09, 24.49, 22.85, 19.59, 0, u.s.s.sa
6546, 263, 2, 126, 22.56, 19.37, 0, 0.09, 24.48, 22.83, 19.58, 0, u.s.s.sa
6563, 263, 2, 127, 22.56, 19.37, 0, 0.09, 24.47, 22.83, 19.57, 0, u.s.s.sa
6580, 263, 2, 128, 22.50, 19.37, 0, 0.09, 24.45, 22.82, 19.56, 0, u.s.s.sa
6597, 263, 2, 129, 22.50, 19.37, 0, 0.09, 24.44, 22.81, 19.55, 0, u.s.s.sa
6615, 263, 2, 130, 22.50, 19.31, 0, 0.09, 24.43, 22.80, 19.54, 0, u.s.s.sa
6632, 263, 2, 131, 22.50, 19.31, 0, 0.09, 24.41, 22.79, 19.53, 0, u.s.s.sa
6649, 263, 2, 132, 22.50, 19.31, 0, 0.09, 24.40, 22.78, 19.52, 0, u.s.s.sa
6666, 263, 2, 133, 22.50, 19.31, 0, 0.09, 24.39, 22.77, 19.51, 0, u.s.s.sa
6684, 263, 2, 134, 22.44, 19.31, -0.03, 0.09, 24.38, 22.76, 19.50, 0, u.s.s.sa
6701, 263, 2, 135, 22.44, 19.31, -0.02, 0.09, 24.37, 22.75, 19.49, 0, u.s.s.sa
6718, 263, 2, 136, 22.44, 19.31, 0, 0.09, 24.35, 22.74, 19.48, 0, u.s.s.sa
6735, 263, 2, 137, 22.44, 19.31, 0, 0.09, 24.34, 22.73, 19.47, 0, u.s.s.sa
6752, 263, 2, 138, 22.44, 19.31, 0, 0.09, 24.33, 22.71, 19.47, 0, u.s.s.sa
6770, 263, 2, 139, 22.44, 19.31, 0, 0.09, 24.32, 22.70, 19.46, 0, u.s.s.sa
6787, 263, 2, 140, 22.44, 19.31, 0, 0.09, 24.31, 22.70, 19.45, 0, u.s.s.sa
6804, 263, 2, 141, 22.37, 19.31, 0, 0.09, 24.30, 22.69, 19.44, 0, u.s.s.sa
6821, 263, 2, 142, 22.37, 19.31, 0, 0.09, 24.29, 22.68, 19.44, 0, u.s.s.sa
6839, 263, 2, 143, 22.37, 19.25, 0, 0.09, 24.29, 22.67, 19.43, 0, u.s.s.sa
6856, 263, 2, 144, 22.37, 19.25, 0, 0.09, 24.28, 22.66, 19.42, 0, u.s.s.sa
6873, 263, 2, 145, 22.37, 19.25, 0, 0.09, 24.27, 22.65, 19.42, 0, u.s.s.sa
6890, 263, 2, 146, 22.37, 19.25, 0, 0.09, 24.26, 22.64, 19.41, 0, u.s.s.sa
6908, 263, 2, 147, 22.31, 19.25, -0.04, 0.09, 24.25, 22.63, 19.40, 0, u.s.s.sa
6925, 263, 2, 148, 22.31, 19.25, 0, 0.09, 24.24, 22.62, 19.39, 0, u.s.s.sa
6942, 263, 2, 149, 22.31, 19.25, 0, 0.09, 24.23, 22.61, 19.39, 0, u.s.s.sa
6959, 263, 2, 150, 22.31, 19.25, 0, 0.09, 24.23, 22.59, 19.38, 0, u.s.s.sa
6977, 263, 2, 151, 22.31, 19.25, 0, 0.09, 24.22, 22.59, 19.38, 0, u.s.s.sa
6994, 263, 2, 152, 22.31, 19.25, 0, 0.09, 24.22, 22.58, 19.37, 0, u.s.s.sa
7011, 263, 2, 153, 22.25, 19.25, 0, 0.09, 24.21, 22.57, 19.37, 0, u.s.s.sa
7028, 263, 2, 154, 22.25, 19.25, 0, 0.09, 24.20, 22.56, 19.36, 0, u.s.s.sa
7046, 263, 2, 155, 22.25, 19.25, 0, 0.09, 24.19, 22.55, 19.36, 0, u.s.s.sa
7063, 263, 2, 156, 22.25, 19.25, 0, 0.09, 24.19, 22.54, 19.35, 0, u.s.s.sa
7080, 263, 2, 157, 22.25, 19.25, 0, 0.09, 24.18, 22.53, 19.35, 0, u.s.s.sa
7097, 263, 2, 158, 22.25, 19.25, 0, 0.09, 24.18, 22.52, 19.34, 0, u.s.s.sa
7115, 263, 2, 159, 22.25, 19.25, 0, 0.09, 24.17, 22.51, 19.34, 0, u.s.s.sa
7132, 263, 2, 160, 22.19, 19.25, -0.03, 0.09, 24.17, 22.50, 19.33, 0, u.s.s.sa
7149, 263, 2, 161, 22.19, 19.19, -0.02, 0.09, 24.16, 22.49, 19.33, 0, u.s.s.sa
7166, 263, 2, 162, 22.19, 19.19, -0.02, 0.09, 24.15, 22.48, 19.32, 0, u.s.s.sa
7184, 263, 2, 163, 22.19, 19.19, 0, 0.09, 24.15, 22.47, 19.32, 0, u.s.s.sa
7201, 263, 2, 164, 22.19, 19.19, 0, 0.09, 24.14, 22.46, 19.31, 0, u.s.s.sa
7218, 263, 2, 165, 22.19, 19.19, 0, 0.09, 24.14, 22.45, 19.31, 0, u.s.s.sa
7235, 263, 2, 166, 22.12, 19.19, 0, 0.09, 24.13, 22.44, 19.31, 0, u.s.s.sa
7253, 263, 2, 167, 22.12, 19.19, 0, 0.09, 24.13, 22.43, 19.31, 0, u.s.s.sa
7270, 263, 2, 168, 22.12, 19.19, 0, 0.09, 24.13, 22.43, 19.30, 0, u.s.s.sa
7287, 263, 2, 169, 22.12, 19.19, 0, 0.09, 24.13, 22.42, 19.30, 0, u.s.s.sa
7304, 263, 2, 170, 22.12, 19.19, 0, 0.09, 24.12, 22.41, 19.30, 0, u.s.s.sa
7322, 263, 2, 171, 22.12, 19.19, 0, 0.09, 24.12, 22.40, 19.30, 0, u.s.s.sa
7339, 263, 2, 172, 22.06, 19.19, -0.02, 0.09, 24.12, 22.39, 19.29, 0, u.s.s.sa
7356, 263, 2, 173, 22.06, 19.19, -0.02, 0.09, 24.11, 22.38, 19.29, 0, u.sa
7362, 263, 2, 174, 22.12, 19.19, 0, 0.09, 24.11, 22.37, 19.29, 0, u.s.s.sa
7379, 263, 2, 175, 22.06, 19.19, -0.02, 0.09, 24.11, 22.35, 19.29, 0, u.s.s.sa
7396, 263, 2, 176, 22.06, 19.19, 0, 0.09, 24.11, 22.34, 19.28, 0, u.s.s.sa
7414, 263, 2, 177, 22.06, 19.19, 0, 0.09, 24.10, 22.33, 19.28, 0, u.s.s.sa
7431, 263, 2, 178, 22.06, 19.19, 0, 0.09, 24.10, 22.32, 19.28, 0, u.s.s.sa
7448, 263, 2, 179, 22.06, 19.19, 0, 0.09, 24.10, 22.31, 19.28, 0, u.s.s.sa
7465, 263, 2, 180, 22.06, 19.19, 0, 0.09, 24.09, 22.30, 19.28, 0, u.s.s.sa
7483, 263, 2, 181, 22, 19.19, 0, 0.09, 24.09, 22.29, 19.27, 0, u.s.s.sa
7500, 263, 2, 182, 22, 19.19, 0, 0.09, 24.09, 22.28, 19.27, 0, u.s.s.sa
7517, 263, 2, 183, 22, 19.19, 0, 0.09, 24.09, 22.27, 19.27, 0, u.s.s.sa
7534, 263, 2, 184, 22, 19.19, 0, 0.09, 24.08, 22.26, 19.27, 0, u.s.s.sa
7552, 263, 2, 185, 22, 19.19, 0, 0.09, 24.08, 22.25, 19.26, 0, u.s.s.sa
7569, 263, 2, 186, 22, 19.19, 0, 0.09, 24.08, 22.24, 19.26, 0, u.s.s.sa
7586, 263, 2, 187, 22, 19.19, 0, 0.09, 24.07, 22.23, 19.26, 0, u.s.s.sa
7603, 263, 2, 188, 21.94, 19.19, 0, 0.09, 24.07, 22.22, 19.26, 0, u.s.s.sa
7621, 263, 2, 189, 21.94, 19.19, 0, 0.09, 24.07, 22.22, 19.25, 0, u.s.s.sa
7638, 263, 2, 190, 21.94, 19.19, 0, 0.09, 24.07, 22.21, 19.25, 0, u.s.s.sa
7655, 263, 2, 191, 21.94, 19.19, 0, 0.09, 24.07, 22.20, 19.25, 0, u.s.s.sa
7672, 263, 2, 192, 21.94, 19.19, 0, 0.09, 24.07, 22.19, 19.25, 0, u.s.s.sa
7690, 263, 2, 193, 21.94, 19.19, 0, 0.09, 24.07, 22.18, 19.25, 0, u.s.s.sa
7707, 263, 2, 194, 21.87, 19.19, -0.03, 0.09, 24.07, 22.17, 19.25, 0, u.s.s.sa
7724, 263, 2, 195, 21.94, 19.19, 0, 0.09, 24.07, 22.16, 19.25, 0, u.s.s.sa
7741, 263, 2, 196, 21.87, 19.19, -0.00, 0.09, 24.07, 22.15, 19.25, 0, u.s.s.sa
7759, 263, 2, 197, 21.87, 19.19, 0, 0.09, 24.07, 22.14, 19.25, 0, u.s.s.sa
7776, 263, 2, 198, 21.87, 19.19, 0, 0.09, 24.07, 22.13, 19.25, 0, u.s.s.sa
7793, 263, 2, 199, 21.87, 19.19, 0, 0.09, 24.07, 22.13, 19.25, 0, u.s.s.sa
7810, 263, 2, 200, 21.87, 19.12, 0, 0.09, 24.07, 22.12, 19.25, 0, u.s.s.sa
7828, 263, 2, 201, 21.81, 19.12, 0, 0.09, 24.06, 22.11, 19.25, 0, u.s.s.sa
7845, 263, 2, 202, 21.81, 19.12, 0, 0.09, 24.06, 22.10, 19.25, 0, u.s.s.sa
7862, 263, 2, 203, 21.81, 19.12, 0, 0.09, 24.06, 22.09, 19.25, 0, u.s.s.sa
7879, 263, 2, 204, 21.81, 19.12, 0, 0.09, 24.05, 22.08, 19.24, 0, u.s.s.sa
7897, 263, 2, 205, 21.81, 19.19, 0, 0.09, 24.05, 22.07, 19.24, 0, u.s.s.sa
7914, 263, 2, 206, 21.81, 19.12, 0, 0.09, 24.05, 22.06, 19.24, 0, u.s.s.sa
7931, 263, 2, 207, 21.81, 19.12, 0, 0.09, 24.05, 22.05, 19.24, 0, u.s.s.sa
7948, 263, 2, 208, 21.75, 19.12, -0.02, 0.09, 24.05, 22.05, 19.24, 0, u.s.s.sa
7966, 263, 2, 209, 21.81, 19.19, 0.00, 0.09, 24.05, 22.04, 19.24, 0, u.s.s.sa
